record_id,term_en,term_de,term_norm_en,term_norm_de,mention_count
CARDIO_001120,radial pulse,Radialpuls,radial pulse,radialpuls,2
CARDIO_001121,Trilogy,Trilogie,trilogy,trilogie,1
CARDIO_001122,left bundle branch block,Linksschenkelblock,left bundle branch block,linksschenkelblock,8
CARDIO_001123,wedge,Wedge,wedge,wedge,8
CARDIO_001124,AV,AV,av,av,2
CARDIO_001125,Technetium-99 MAA,Technetium-99-MAA,technetium-99 maa,technetium-99-maa,1
CARDIO_001126,vascular load,Gefäßlast,vascular load,gefäßlast,2
CARDIO_001127,aortic valve replacement,Aortenklappenersatz,aortic valve replacement,aortenklappenersatz,24
CARDIO_001128,PR,PR,pr,pr,2
CARDIO_001129,epinephrine,Adrenalin,epinephrine,adrenalin,23
CARDIO_001130,Tendril,Tendril,tendril,tendril,1
CARDIO_001131,intramyocardial,intramyokardial,intramyocardial,intramyokardial,1
CARDIO_001132,AV block,AV-Block,av block,av-block,5
CARDIO_001133,BALLOON ANGIOPLASTIED,BALLONANGIOPLASTIK,balloon angioplastied,ballonangioplastik,1
CARDIO_001134,LAD,LAD,lad,lad,55
CARDIO_001135,ventricular,ventrikulär,ventricular,ventrikulär,12
CARDIO_001136,led,led,led,led,7
CARDIO_001137,intraventricular,intraventrikulär,intraventricular,intraventrikulär,6
CARDIO_001138,Ebstein 's anomaly,Ebstein-Anomalie,ebstein 's anomaly,ebstein-anomalie,1
CARDIO_001139,normal pressure hydrocephaly,Normaldruckhydrozephalus,normal pressure hydrocephaly,normaldruckhydrozephalus,1
CARDIO_001140,Atrial Fibrillation,Vorhofflimmern,atrial fibrillation,vorhofflimmern,3
CARDIO_001141,bisoprolol,Bisoprolol,bisoprolol,bisoprolol,1
CARDIO_001142,pHTN,pHTN,phtn,phtn,2
CARDIO_001143,AV,AV,av,av,12
CARDIO_001144,bundle branch block,Schenkelblock,bundle branch block,schenkelblock,9
CARDIO_001145,titration,Titration,titration,titration,10
CARDIO_001146,restrictive cardiomyopathy,restriktive Kardiomyopathie,restrictive cardiomyopathy,restriktive kardiomyopathie,2
CARDIO_001147,LVH,LVH,lvh,lvh,15
CARDIO_001148,contrictive pericardial,konstriktive Perikarditis,contrictive pericardial,konstriktive perikarditis,1
CARDIO_001149,cardiomyopathy,Kardiomyopathie,cardiomyopathy,kardiomyopathie,37
CARDIO_001150,tachydysrhythmias,Tachydysrhythmien,tachydysrhythmias,tachydysrhythmien,1
CARDIO_001151,pulmonary fibrosis,Lungenfibrose,pulmonary fibrosis,lungenfibrose,30
CARDIO_001152,diastolic dysfunction,diastolische Dysfunktion,diastolic dysfunction,diastolische dysfunktion,15
CARDIO_001153,murmurs,Herzgeräusche,murmurs,herzgeräusche,2
CARDIO_001154,nonischemic cardiomyopathy,nicht-ischämische Kardiomyopathie,nonischemic cardiomyopathy,nicht-ischämische kardiomyopathie,5
CARDIO_001155,tetralogy of Fallot,Fallot-Tetralogie,tetralogy of fallot,fallot-tetralogie,4
CARDIO_001156,heart murmur,Herzgeräusch,heart murmur,herzgeräusch,4
CARDIO_001157,AAA,AAA,aaa,aaa,8
CARDIO_001158,abdominal aortic aneurysm,Bauchaortenaneurysma,abdominal aortic aneurysm,bauchaortenaneurysma,23
CARDIO_001159,atrial flutter,Vorhofflattern,atrial flutter,vorhofflattern,18
CARDIO_001160,Plavix,Plavix,plavix,plavix,1
CARDIO_001161,200,200,200,200,1
CARDIO_001162,AVR,AVR,avr,avr,7
CARDIO_001163,AV,AV,av,av,1
CARDIO_001164,arrhythmic,arrhythmisch,arrhythmic,arrhythmisch,1
CARDIO_001165,blood,Blut,blood,blut,1
CARDIO_001166,vasculopathy,Vaskulopathie,vasculopathy,vaskulopathie,6
CARDIO_001167,IV,IV,iv,iv,1
CARDIO_001168,VITALS,Vitalparameter,vitals,vitalparameter,1
CARDIO_001169,102 ;,102 ;,102 ;,102 ;,1
CARDIO_001170,sounds,Geräusche,sounds,geräusche,1
CARDIO_001171,50mcg,50 mcg,50mcg,50 mcg,1
CARDIO_001172,labetalol,Labetalol,labetalol,labetalol,1
CARDIO_001173,antiarrhythmics,Antiarrhythmika,antiarrhythmics,antiarrhythmika,2
CARDIO_001174,cardiac rhythm,Herzrhythmus,cardiac rhythm,herzrhythmus,1
CARDIO_001175,cardiopulmonary resuscitation,Herz-Lungen-Wiederbelebung,cardiopulmonary resuscitation,herz-lungen-wiederbelebung,2
CARDIO_001176,dietary sodium,Natrium in der Ernährung,dietary sodium,natrium in der ernährung,1
CARDIO_001177,arterial,arteriell,arterial,arteriell,1
CARDIO_001178,venous phase,venöse Phase,venous phase,venöse phase,4
CARDIO_001179,ASPIRIN,ASPIRIN,aspirin,aspirin,36
CARDIO_001180,CLONIDINE,CLONIDIN,clonidine,clonidin,2
CARDIO_001181,ATHEROSCLEROTIC DISEASE,ATHEROSKLEROTISCHE ERKRANKUNG,atherosclerotic disease,atherosklerotische erkrankung,9
CARDIO_001182,VASCULOPATHY,VASKULOPATHIE,vasculopathy,vaskulopathie,1
CARDIO_001183,arteriovenous malformations,Arteriovenöse Malformationen,arteriovenous malformations,arteriovenöse malformationen,2
CARDIO_001184,atrial septum,Vorhofseptum,atrial septum,vorhofseptum,3
CARDIO_001185,celiac artery,Truncus coeliacus,celiac artery,truncus coeliacus,5
CARDIO_001186,CVP,CVP,cvp,cvp,8
CARDIO_001187,nonreperfusion,Nichtreperfusion,nonreperfusion,nichtreperfusion,1
CARDIO_001188,reperfused,reperfundiert,reperfused,reperfundiert,1
CARDIO_001189,bigeminy,Bigeminie,bigeminy,bigeminie,1
CARDIO_001190,second diagonal branch,zweiter diagonaler Ast,second diagonal branch,zweiter diagonaler ast,2
CARDIO_001191,left ventricular cavity dilation,Dilatation der linken Ventrikelhöhle,left ventricular cavity dilation,dilatation der linken ventrikelhöhle,1
CARDIO_001192,atherosclerotic disease,atherosklerotische Erkrankung,atherosclerotic disease,atherosklerotische erkrankung,15
CARDIO_001193,valvular disease,Klappenerkrankung,valvular disease,klappenerkrankung,9
CARDIO_001194,pulmonary stenosis,Pulmonalstenose,pulmonary stenosis,pulmonalstenose,2
CARDIO_001195,QT,QT,qt,qt,7
CARDIO_001196,Brugada syndrome,Brugada-Syndrom,brugada syndrome,brugada-syndrom,2
CARDIO_001197,parietal pericardium,Parietalperikard,parietal pericardium,parietalperikard,1
CARDIO_001198,TRICUSPID VALVE,Trikuspidalklappe,tricuspid valve,trikuspidalklappe,9
CARDIO_001199,PULMONARY ARTERY SYSTOLIC PRESSURE,SYSTOLISCHER DRUCK IN DER LUNGENARTERIE,pulmonary artery systolic pressure,systolischer druck in der lungenarterie,9
CARDIO_001200,posterior annulus,posteriorer Anulus,posterior annulus,posteriorer anulus,3
CARDIO_001201,leaflets,Klappensegel,leaflets,klappensegel,15
CARDIO_001202,left internal mammary artery,linke innere Brustarterie,left internal mammary artery,linke innere brustarterie,18
CARDIO_001203,atrial enlargement,Vorhofvergrößerung,atrial enlargement,vorhofvergrößerung,7
CARDIO_001204,dorsalis pedis,Dorsalis pedis,dorsalis pedis,dorsalis pedis,13
CARDIO_001205,claudication,Claudicatio,claudication,claudicatio,8
CARDIO_001206,cusp,Segel,cusp,segel,2
CARDIO_001207,shepherd 's crook,Hirtenstab,shepherd 's crook,hirtenstab,2
CARDIO_001208,short RP tachycardia,kurze RP-Tachykardie,short rp tachycardia,kurze rp-tachykardie,1
CARDIO_001209,circumflex,Circumflex,circumflex,circumflex,12
CARDIO_001210,ventricular septal defect,Ventrikelseptumdefekt,ventricular septal defect,ventrikelseptumdefekt,5
CARDIO_001211,atherosclerotic,atherosklerotisch,atherosclerotic,atherosklerotisch,36
CARDIO_001212,arch,Aortenbogen,arch,aortenbogen,14
CARDIO_001213,acute myocardial infarction,akuter Myokardinfarkt,acute myocardial infarction,akuter myokardinfarkt,9
CARDIO_001214,normal pressure hydrocephalus,Normaldruckhydrozephalus,normal pressure hydrocephalus,normaldruckhydrozephalus,2
CARDIO_001215,iliac artery,Hüftarterie,iliac artery,hüftarterie,10
CARDIO_001216,esophagogastric,ösophagogastrisch,esophagogastric,ösophagogastrisch,1
CARDIO_001217,interventricular septum,Ventrikelseptum,interventricular septum,ventrikelseptum,3
CARDIO_001218,atrial septal,Vorhofseptum,atrial septal,vorhofseptum,1
CARDIO_001219,gastroesophageal junction,gastroösophagealer Übergang,gastroesophageal junction,gastroösophagealer übergang,8
CARDIO_001220,cardiac portion of the stomach,Kardia des Magens,cardiac portion of the stomach,kardia des magens,1
CARDIO_001221,pulmonary artery systolic pressure,systolischer Druck in der Lungenarterie,pulmonary artery systolic pressure,systolischer druck in der lungenarterie,4
CARDIO_001222,VENTRICULAR,VENTRIKULÄR,ventricular,ventrikulär,17
CARDIO_001223,subclavian,Subclavia,subclavian,subclavia,9
CARDIO_001224,AORTIC,AORTAL,aortic,aortal,12
CARDIO_001225,REGURGITATION,REGURGITATION,regurgitation,regurgitation,4
CARDIO_001226,ventricular hypertrophy,Ventrikelhypertrophie,ventricular hypertrophy,ventrikelhypertrophie,5
CARDIO_001227,micro-vascular ischemia,mikrovaskuläre Ischämie,micro-vascular ischemia,mikrovaskuläre ischämie,1
CARDIO_001228,SUBCLAVIAN VEIN,VENA SUBCLAVIA,subclavian vein,vena subclavia,2
CARDIO_001229,anterior communicating artery,vordere verbindende Arterie,anterior communicating artery,vordere verbindende arterie,5
CARDIO_001230,mitral valves,Mitralklappen,mitral valves,mitralklappen,1
CARDIO_001231,wide - complex sinus rhythm,breit – komplexer Sinusrhythmus,wide - complex sinus rhythm,breit – komplexer sinusrhythmus,1
CARDIO_001232,transesophageal echocardiogram,transösophageales Echokardiogramm,transesophageal echocardiogram,transösophageales echokardiogramm,11
CARDIO_001233,V - tach,V-Tach,v - tach,v-tach,1
CARDIO_001234,ocellar nodes,Ocellare Knoten,ocellar nodes,ocellare knoten,1
CARDIO_001235,left ventricular outflow tract,linker ventrikulärer Ausflusstrakt,left ventricular outflow tract,linker ventrikulärer ausflusstrakt,1
CARDIO_001236,Brockenbrough,Brockenbrough,brockenbrough,brockenbrough,1
CARDIO_001237,Q - waves,Q-Wellen,q - waves,q-wellen,1
CARDIO_001238,HYPERTENSIVE,HYPERTENSIV,hypertensive,hypertensiv,1
CARDIO_001239,mitral annular calcification,Mitralanulus-Kalzifikation,mitral annular calcification,mitralanulus-kalzifikation,5
CARDIO_001240,lateral ventricle,Seitenventrikel,lateral ventricle,seitenventrikel,5
CARDIO_001241,coronary artery,Koronararterie,coronary artery,koronararterie,11
CARDIO_001242,arthrosclerosis,Arthrosklerose,arthrosclerosis,arthrosklerose,1
CARDIO_001243,microvascular disease,mikrovaskuläre Erkrankung,microvascular disease,mikrovaskuläre erkrankung,5
CARDIO_001244,pulmonary vein,Lungenvene,pulmonary vein,lungenvene,1
CARDIO_001245,AI,Aorteninsuffizienz,ai,aorteninsuffizienz,2
CARDIO_001246,pulmonary atrial pressure,Lungenvorhofdruck,pulmonary atrial pressure,lungenvorhofdruck,1
CARDIO_001247,MITRAL,MITRAL,mitral,mitral,9
CARDIO_001248,TRICUSPID REGURGITATION,TRICUSPIDALINSUFFIZIENZ,tricuspid regurgitation,tricuspidalinsuffizienz,7
CARDIO_001249,PULMONARY HYPERTENSION,pulmonale Hypertonie,pulmonary hypertension,pulmonale hypertonie,11
CARDIO_001250,SVC,SVC,svc,svc,22
CARDIO_001251,hyperdynamic,hyperdynamisch,hyperdynamic,hyperdynamisch,3
CARDIO_001252,left ventricular hypertrophy,Linksventrikuläre Hypertrophie,left ventricular hypertrophy,linksventrikuläre hypertrophie,13
CARDIO_001253,ATRIUM,VORHOF,atrium,vorhof,5
CARDIO_001254,VALVULAR DISEASE,KLAPPENERKRANKUNG,valvular disease,klappenerkrankung,1
CARDIO_001255,vascular,vaskulär,vascular,vaskulär,1
CARDIO_001256,cavernous carotid,Kavernös-Karotid-Syndrom,cavernous carotid,kavernös-karotid-syndrom,1
CARDIO_001257,MRIs,MRT-Untersuchungen,mris,mrt-untersuchungen,4
CARDIO_001258,VA,VA,va,va,1
CARDIO_001259,LEFT VENTRICULAR HYPERTROPHY,HYPERTROPHIE DES LINKEN VENTRIKELS,left ventricular hypertrophy,hypertrophie des linken ventrikels,3
CARDIO_001260,SHORTENING FRACTION,VERKÜRZUNGSFRACTION,shortening fraction,verkürzungsfraction,1
CARDIO_001261,cardiac silhouette,Herzsilhouette,cardiac silhouette,herzsilhouette,6
CARDIO_001262,pulmonary arteries,Lungenarterien,pulmonary arteries,lungenarterien,16
CARDIO_001263,submitral,submitral,submitral,submitral,1
CARDIO_001264,fat saturation,Fettsättigung,fat saturation,fettsättigung,6
CARDIO_001265,NG,NG,ng,ng,7
CARDIO_001266,atrial septal aneurysm,Vorhofseptumaneurysma,atrial septal aneurysm,vorhofseptumaneurysma,1
CARDIO_001267,hemopericardium,Hämoperikard,hemopericardium,hämoperikard,3
CARDIO_001268,esophagogastric junction,Ösophagogastrischer Übergang,esophagogastric junction,ösophagogastrischer übergang,1
CARDIO_001269,pneumopericardium,Pneumoperikard,pneumopericardium,pneumoperikard,1
CARDIO_001270,artifactual,artefaktisch,artifactual,artefaktisch,2
CARDIO_001271,splenorenal,splenorenal,splenorenal,splenorenal,1
CARDIO_001272,ISCHEMIA,ISCHÄMIE,ischemia,ischämie,27
CARDIO_001273,innominate,innominate,innominate,innominate,1
CARDIO_001274,CHORDAE,CHORDAE,chordae,chordae,1
CARDIO_001275,Eisenmenger 's,Eisenmenger-Syndrom,eisenmenger 's,eisenmenger-syndrom,1
CARDIO_001276,heart attack,Herzinfarkt,heart attack,herzinfarkt,11
CARDIO_001277,QT,QT,qt,qt,8
CARDIO_001278,PRES,PRES,pres,pres,2
CARDIO_001279,posterior reversible encephalopathy syndrome,posteriores reversibles Enzephalopathie-Syndrom,posterior reversible encephalopathy syndrome,posteriores reversibles enzephalopathie-syndrom,1
CARDIO_001280,nonsignificant,nicht signifikant,nonsignificant,nicht signifikant,1
CARDIO_001281,Q wave,Q-Welle,q wave,q-welle,1
CARDIO_001282,eustachian,Eustachische,eustachian,eustachische,1
CARDIO_001283,small vessel,Kleingefäße,small vessel,kleingefäße,2
CARDIO_001284,leaflet,Klappensegel,leaflet,klappensegel,11
CARDIO_001285,right ventricle,rechter Ventrikel,right ventricle,rechter ventrikel,24
CARDIO_001286,IJ catheter,IJ-Katheter,ij catheter,ij-katheter,2
CARDIO_001287,moderator,Moderator,moderator,moderator,1
CARDIO_001288,eustachian valve,Eustachische Klappe,eustachian valve,eustachische klappe,1
CARDIO_001289,projection,Projektion,projection,projektion,4
CARDIO_001290,bioprosthetic valve,bioprothetische Herzklappe,bioprosthetic valve,bioprothetische herzklappe,1
CARDIO_001291,pulmonary vascular congestion,Lungenvenenstau,pulmonary vascular congestion,lungenvenenstau,5
CARDIO_001292,aortocoronary bypass,aortokoronarer Bypass,aortocoronary bypass,aortokoronarer bypass,2
CARDIO_001293,anterior cerebral artery,vordere Hirnarterie,anterior cerebral artery,vordere hirnarterie,4
CARDIO_001294,nonspecific finding,unspezifischer Befund,nonspecific finding,unspezifischer befund,2
CARDIO_001295,valvular,valvulär,valvular,valvulär,15
CARDIO_001296,regurgitations,Regurgitationen,regurgitations,regurgitationen,1
CARDIO_001297,embolic infarcts,Embolische Infarkte,embolic infarcts,embolische infarkte,1
CARDIO_001298,PACEMAKER,Herzschrittmacher,pacemaker,herzschrittmacher,7
CARDIO_001299,V2,V2,v2,v2,5
CARDIO_001300,interstitial pulmonary fibrosis,interstitielle Lungenfibrose,interstitial pulmonary fibrosis,interstitielle lungenfibrose,1
CARDIO_001301,portal hypertension,portale Hypertonie,portal hypertension,portale hypertonie,25
CARDIO_001302,aortopulmonary window,Aortopulmonales Fenster,aortopulmonary window,aortopulmonales fenster,1
CARDIO_001303,R - wave,R-Welle,r - wave,r-welle,1
CARDIO_001304,acute,akut,acute,akut,1
CARDIO_001305,THRESHOLD,SCHWELLWERT,threshold,schwellwert,1
CARDIO_001306,warm ischemia time,Warm-Ischämie-Zeit,warm ischemia time,warm-ischämie-zeit,3
CARDIO_001307,cycle length,Zykluslänge,cycle length,zykluslänge,8
CARDIO_001308,ventricular assist device,Herzunterstützungssystem,ventricular assist device,herzunterstützungssystem,8
CARDIO_001309,ventricles,Herzkammern,ventricles,herzkammern,4
CARDIO_001310,commissural stay,Kommissuralnaht,commissural stay,kommissuralnaht,1
CARDIO_001311,rheumatic fever,Rheumatisches Fieber,rheumatic fever,rheumatisches fieber,8
CARDIO_001312,Virtuoso DR model,Virtuoso DR-Modell,virtuoso dr model,virtuoso dr-modell,1
CARDIO_001313,celiac,Truncus coeliacus,celiac,truncus coeliacus,7
CARDIO_001314,tricuspid valve,Trikuspidalklappe,tricuspid valve,trikuspidalklappe,12
CARDIO_001315,tricuspidal,Trikuspidalklappe,tricuspidal,trikuspidalklappe,1
CARDIO_001316,annuloplasty,Anuloplastik,annuloplasty,anuloplastik,12
CARDIO_001317,tricuspid valve replacement,Tricuspidalklappenersatz,tricuspid valve replacement,tricuspidalklappenersatz,1
CARDIO_001318,TRICUSPID,TRICUSPID,tricuspid,tricuspid,1
CARDIO_001319,SYSTOLIC,SYSTOLISCH,systolic,systolisch,14
CARDIO_001320,ST elevation,ST-Hebung,st elevation,st-hebung,5
CARDIO_001321,atrio caval,Atrio-Caval,atrio caval,atrio-caval,1
CARDIO_001322,Marfan 's syndrome,Marfan-Syndrom,marfan 's syndrome,marfan-syndrom,1
CARDIO_001323,STRESS TEST,STRESS-TEST,stress test,stress-test,7
CARDIO_001324,electrograms,Elektrogramme,electrograms,elektrogramme,3
CARDIO_001325,ventricular,ventrikulär,ventricular,ventrikulär,1
CARDIO_001326,paroxysm,Paroxysmus,paroxysm,paroxysmus,1
CARDIO_001327,Swan - Ganz catheter,Swan-Ganz-Katheter,swan - ganz catheter,swan-ganz-katheter,9
CARDIO_001328,OM-1,OM-1,om-1,om-1,2
CARDIO_001329,OM-2,OM-2,om-2,om-2,1
CARDIO_001330,TIMI,TIMI,timi,timi,3
CARDIO_001331,palmar arch,Handwurzelbogen,palmar arch,handwurzelbogen,2
CARDIO_001332,EJECTION FRACTION,Ejektionsfraktion,ejection fraction,ejektionsfraktion,16
CARDIO_001333,ventricular fib,Kammerflimmern,ventricular fib,kammerflimmern,1
CARDIO_001334,STRESS SPECT,STRESS-SPECT,stress spect,stress-spect,2
CARDIO_001335,circumflex coronary artery,Circumflex-Koronararterie,circumflex coronary artery,circumflex-koronararterie,6
CARDIO_001336,malignant hypertension,maligne Hypertonie,malignant hypertension,maligne hypertonie,2
CARDIO_001337,sinotubular junction,sinotubulärer Übergang,sinotubular junction,sinotubulärer übergang,4
CARDIO_001338,serosal,Serosa,serosal,serosa,1
CARDIO_001339,PDA,PDA,pda,pda,8
CARDIO_001340,QRSs,QRS-Komplexe,qrss,qrs-komplexe,1
CARDIO_001341,obtuse marginal,obtuse marginal,obtuse marginal,obtuse marginal,8
CARDIO_001342,RPLA,RPLA,rpla,rpla,1
CARDIO_001343,R - wave,R-Welle,r - wave,r-welle,1
CARDIO_001344,right internal mammary,rechte innere Brustarterie,right internal mammary,rechte innere brustarterie,1
CARDIO_001345,preaortic,präaortaler,preaortic,präaortaler,1
CARDIO_001346,stress,Belastung,stress,belastung,1
CARDIO_001347,COMPLEX,KOMPLEX,complex,komplex,1
CARDIO_001348,TACHYARRHYTHMIA,TACHYARRHYTHMIE,tachyarrhythmia,tachyarrhythmie,1
CARDIO_001349,PDA,PDA,pda,pda,6
CARDIO_001350,defibrillating,Defibrillieren,defibrillating,defibrillieren,1
CARDIO_001351,water hammer,Wasserschlag,water hammer,wasserschlag,1
CARDIO_001352,pulmonary wedge pressure,Lungenkeildruck,pulmonary wedge pressure,lungenkeildruck,1
CARDIO_001353,PA,PA,pa,pa,3
CARDIO_001354,end diastolic volume,enddiastolisches Volumen,end diastolic volume,enddiastolisches volumen,2
CARDIO_001355,end systolic volume,endsystolisches Volumen,end systolic volume,endsystolisches volumen,2
CARDIO_001356,pulmonic artery,Pulmonalarterie,pulmonic artery,pulmonalarterie,1
CARDIO_001357,pulmonic valve,Pulmonalklappe,pulmonic valve,pulmonalklappe,3
CARDIO_001358,diastolic,diastolisch,diastolic,diastolisch,8
CARDIO_001359,pulmonary arterial hypertension,pulmonale arterielle Hypertonie,pulmonary arterial hypertension,pulmonale arterielle hypertonie,2
CARDIO_001360,biventricular,biventrikulär,biventricular,biventrikulär,13
CARDIO_001361,Tetralogy of Fallot,Fallot-Tetralogie,tetralogy of fallot,fallot-tetralogie,2
CARDIO_001362,pulmonary,pulmonal,pulmonary,pulmonal,1
CARDIO_001363,congestive,kongestiv,congestive,kongestiv,1
CARDIO_001364,advanced life support,erweiterte Lebenserhaltungsmaßnahmen,advanced life support,erweiterte lebenserhaltungsmaßnahmen,1
CARDIO_001365,central lines,Zentralvenenkatheter,central lines,zentralvenenkatheter,1
CARDIO_001366,common iliac artery,gemeinsame Beckenarterie,common iliac artery,gemeinsame beckenarterie,6
CARDIO_001367,artifacts,Artefakte,artifacts,artefakte,7
CARDIO_001368,leading,führend,leading,führend,14
CARDIO_001369,vagus nerve,Vagusnerv,vagus nerve,vagusnerv,2
CARDIO_001370,plaques,Plaques,plaques,plaques,2
CARDIO_001371,aneurysms,Aneurysmen,aneurysms,aneurysmen,2
CARDIO_001372,coronary artery bypass grafting,Koronararterien-Bypass-Operation,coronary artery bypass grafting,koronararterien-bypass-operation,26
CARDIO_001373,venae comitantes,venae comitantes,venae comitantes,venae comitantes,1
CARDIO_001374,atherosclerosis,Atherosklerose,atherosclerosis,atherosklerose,9
CARDIO_001375,coronary artery .,Koronararterie.,coronary artery .,koronararterie.,6
CARDIO_001376,tricuspid regurgitant,Trikuspidalinsuffizienz,tricuspid regurgitant,trikuspidalinsuffizienz,1
