record_id	mention_count	ann_text_en	ann_text_de_old	ann_text_de	general_definition_en	lay_definition_en	lay_definition_de
CARDIO_001623	6	pulse ox	Pulsoximeter	Pulsoximeter	The rate of the pulse as observed in an artery, expressed as beats per minute. It can be measured at several anatomical sites, including the wrist, neck, temple, groin, behind the knees, or on top of the foot.	A pulse ox is a device that checks the oxygen level in your blood.	Ein Pulsoximeter ist ein Gerät, das den Sauerstoffgehalt im Blut misst.
CARDIO_001624	1	95	95	95	95	Heart rate: How fast your heart beats.	Herzfrequenz: Wie schnell Ihr Herz schlägt.
CARDIO_001625	1	Diastolic	Diastolisch	Diastolisch	The minimum pressure exerted into the systemic arterial circulation during cardiac ventricular relaxation and filling.	Assisting with breathing by providing extra oxygen.	Unterstützung der Atmung durch die Zufuhr von zusätzlichem Sauerstoff.
CARDIO_001626	1	diastolic blood pressure	diastolischer Blutdruck	diastolischer Blutdruck	The maximum pressure exerted into the systemic arterial circulation during the contraction of the left ventricle of the heart.	Bottom number of blood pressure reading when the heart is resting.	Der untere Wert des Blutdruckmesswerts im Ruhezustand des Herzens.
CARDIO_001627	4	RBBB	RBBB	RBBB	A conduction block of the right branch of the bundle of His. This manifests as a prolongation of the QRS complex (greater than 0.12 s) with delayed activation of the right ventricle and terminal delay on the EKG. [DDD:dbrown, HPO:probinson]	A heart rhythm disorder known as RBBB.	Eine Herzrhythmusstörung, die als RBBB bezeichnet wird.
CARDIO_001628	6	complete heart block	Kompletter Herzblock	vollständiger Herzblock	To possess every necessary or normal part or component or step; having come or been brought to a conclusion. heart block	Heart rhythm issue caused by an electrical problem in the heart.	Herzrhythmusstörung, die durch eine elektrische Störung im Herzen verursacht wird.
CARDIO_001629	1	long QT syndrome	Long-QT-Syndrom	Long-QT-Syndrom	A condition that is characterized by episodes of fainting (SYNCOPE) and varying degree of ventricular arrhythmia as indicated by the prolonged QT interval. The inherited forms are caused by mutation of genes encoding cardiac ion channel proteins. The two major forms are ROMANO-WARD SYNDROME and JERVELL-LANGE NIELSEN SYNDROME.	A condition where your heart has irregular and dangerous rhythms.	Eine Erkrankung, bei der Ihr Herz unregelmäßige und gefährliche Rhythmen aufweist.
CARDIO_001630	1	RPDA	RPDA	RPDA	In an individual with a right-dominant heart, the arterial branch that arises from the distal right coronary artery between the acute marginal artery and the first right posterolateral segment. It supplies the inferior apex of the heart.	A big blood vessel that transports blood from the heart to the entire body.	Ein großes Blutgefäß, das Blut vom Herzen in den gesamten Körper transportiert.
CARDIO_001631	2	small - vessel ischemic	ischämisch bei kleinen Gefäßen	ischämisch bei kleinen Gefäßen	A face that is short (HP:0011219) and narrow (HP:0000275). [HP:probinson] - Any of the tubular vessels conveying the blood (arteries, arterioles, capillaries, venules, and veins). A hypoperfusion of the BLOOD through an organ or tissue caused by a PATHOLOGIC CONSTRICTION or obstruction of its BLOOD VESSELS, or an absence of BLOOD CIRCULATION.	When small arteries in the heart get damaged, it's a type of heart disease that can also raise the risk of strokes in the brain.	Wenn kleine Arterien im Herzen geschädigt werden, handelt es sich um eine Herzerkrankung, die auch das Risiko für Schlaganfälle im Gehirn erhöhen kann.
CARDIO_001632	1	fem - pop	Fem – Pop	fem – pop	fem - This gene may be involved in both transcriptional repression and protein ubiquitination.	Fem-pop is bypass surgery that treats a blocked artery in the leg by creating a detour with another blood vessel.	Fem-Pop ist ein Bypass-Eingriff, bei dem eine verstopfte Arterie im Bein behandelt wird, indem mit einem anderen Blutgefäß eine Umgehung geschaffen wird.
CARDIO_001633	1	mid cab	Mittelsitzkabine	Mid-CAB	mid cab	A less invasive surgery for heart disease that doesn't require the chest to be opened up.	Ein minimalinvasiver Eingriff bei Herzerkrankungen, bei dem der Brustkorb nicht geöffnet werden muss.
CARDIO_001634	2	infarcted	infarziert	infarziert	Insufficiency of arterial or venous blood supply to the spleen due to emboli, thrombi, vascular torsion, or pressure that produces a macroscopic area of necrosis. (From Stedman, 25th ed)	Small areas of dead tissue due to a lack of blood flow.	Kleine Bereiche mit abgestorbenem Gewebe aufgrund mangelnder Durchblutung.
CARDIO_001635	1	Surface ECG	Oberflächen-EKG	Oberflächen-EKG	The external part of the cell wall and/or plasma membrane. [GOC:jl, GOC:mtg_sensu, GOC:sm] Recording of the moment-to-moment electromotive forces of the HEART as projected onto various sites on the body's surface, delineated as a scalar function of time. The recording is monitored by a tracing on slow moving chart paper or by observing it on a cardioscope, which is a CATHODE RAY TUBE DISPLAY.	A way to check heart activity using electrodes on the skin.	Eine Methode zur Überprüfung der Herzaktivität mithilfe von Elektroden auf der Haut.
CARDIO_001636	1	electrogram	Elektrogramm	Elektrogramm	Recording of the moment-to-moment electromotive forces of the HEART as projected onto various sites on the body's surface, delineated as a scalar function of time. The recording is monitored by a tracing on slow moving chart paper or by observing it on a cardioscope, which is a CATHODE RAY TUBE DISPLAY.	A test that records the heart's electrical activity and rhythm. Also known as ECG or EKG.	Eine Untersuchung, bei der die elektrische Aktivität und der Rhythmus des Herzens aufgezeichnet werden. Auch als ECG oder EKG bekannt.
CARDIO_001637	1	ekg	EKG	ekg	ekg	A test that checks the electrical activity of your heart.	Eine Untersuchung, bei der die elektrische Aktivität Ihres Herzens überprüft wird.
CARDIO_001638	7	first degree	erster Grad	erster Grad	first degree	First degree is a type of mild heart disease with slight changes in the heart's electrical activity.	Ein Block ersten Grades ist eine Form einer leichten Herzerkrankung, bei der es zu geringfügigen Veränderungen der elektrischen Aktivität des Herzens kommt.
CARDIO_001639	1	Superior mesenteric artery	Arteria mesenterica superior	Arteria mesenterica superior	Arteries which arise from the abdominal aorta and distribute to most of the intestines.	A big artery in your belly that supplies blood to your digestive system.	Eine große Arterie im Bauchraum, die das Verdauungssystem mit Blut versorgt.
CARDIO_001640	15	A - fib	Vorhofflimmern	Vorhofflimmern	A period of time that it takes for Earth to make a complete revolution around the sun, approximately 365 days; a specific one year period. - Abnormal cardiac rhythm that is characterized by rapid, uncoordinated firing of electrical impulses in the upper chambers of the heart (HEART ATRIA). In such case, blood cannot be effectively pumped into the lower chambers of the heart (HEART VENTRICLES). It is caused by abnormal impulse generation.	A-Fib is when your heartbeat is funky and can make you tired or cause strokes.	Bei Vorhofflimmern ist der Herzrhythmus unregelmäßig, was zu Müdigkeit führen oder einen Schlaganfall auslösen kann.
CARDIO_001641	3	medulla	Mark	Medulla	The lower portion of the BRAIN STEM. It is inferior to the PONS and anterior to the CEREBELLUM. Medulla oblongata serves as a relay station between the brain and the spinal cord, and contains centers for regulating respiratory, vasomotor, cardiac, and reflex activities.	A part of the brain that controls important automatic body functions like breathing.	Ein Teil des Gehirns, der wichtige automatische Körperfunktionen wie die Atmung steuert.
CARDIO_001642	1	left sided	linksseitig	linksseitig	Region of heart which has as its parts the left atrium and left ventricle.	Heart failure where the left side of the heart is weakened and doesn't pump blood effectively.	Herzinsuffizienz, bei der die linke Herzhälfte geschwächt ist und das Blut nicht mehr ausreichend pumpen kann.
CARDIO_001643	6	vs	vs	vs	vs	VS are numbers that tell you how well your body is functioning, like blood pressure and heart rate.	Vitalwerte sind Zahlen, die Aufschluss darüber geben, wie gut Ihr Körper funktioniert, wie zum Beispiel Blutdruck und Herzfrequenz.
CARDIO_001644	1	Boston Scientific 's Taxus drug - eluting	Das medikamentenfreisetzende „Taxus“-Implantat von Boston Scientific	Der medikamentenfreisetzende „Taxus“-Stent von Boston Scientific	Boston Scientific 's Genus of coniferous yew trees or shrubs, several species of which have medicinal uses. Notable is the Pacific yew, Taxus brevifolia, which is used to make the anti-neoplastic drug taxol (PACLITAXEL). - eluting	A Boston Scientific's Taxus drug-eluting stent is a specialized metal tube inserted into a blocked artery to maintain its openness.	Ein medikamentenbeschichteter Taxus-Stent von Boston Scientific ist ein spezielles Metallröhrchen, das in eine verstopfte Arterie eingesetzt wird, um deren Durchgängigkeit zu gewährleisten.
CARDIO_001645	5	diagonal	diagonal	Diagonale	Branch of anterior interventricular branch of left coronary artery which arises from the terminal end of the left coronary artery between the angle formed by the anterior interventricular branch and the circumflex branch of the left coronary artery and supplies the left ventricle.	A diagonal is a slanted line or connection between two non-adjacent corners or points.	Eine Diagonale ist eine schräge Linie oder Verbindung zwischen zwei nicht benachbarten Ecken oder Punkten.
CARDIO_001646	3	Cosgrove annuloplasty band	Cosgrove-Annuloplastie-Band	Cosgrove-Annuloplastieband	Cosgrove annuloplasty band	A Cosgrove annuloplasty band is a device brand used in heart surgery to change the size of a heart valve.	Ein Cosgrove-Annuloplastieband ist ein Produkt, das in der Herzchirurgie eingesetzt wird, um die Größe einer Herzklappe zu verändern.
CARDIO_001647	1	supraannular	supraannulär	supraannulär	supraannular	Above the base of a heart valve.	Oberhalb der Basis einer Herzklappe.
CARDIO_001648	4	cor pulmonale	Cor pulmonale	Cor pulmonale	Heart disease which occurs as a result of a primary pulmonary disease. Cor pulmonale most often manifests as right ventricular hypertrophy; it can also lead to right ventricular failure.	When your heart gets sick because of your lung problem, it's called cor pulmonale.	Wenn Ihr Herz aufgrund Ihrer Lungenerkrankung erkrankt, spricht man von einem Cor pulmonale.
CARDIO_001649	4	QTc	QTc	QTc	The time interval between the start of the Q wave and the end of the T wave in the cardiac cycle as corrected with a non-specified correction formula.	QTc is a measurement on a heart test that shows how long it takes for the heart to recharge between beats.	Der QTc-Wert ist ein Messwert aus einem Herzuntersuchungstest, der angibt, wie lange das Herz zwischen zwei Herzschlägen braucht, um sich wieder aufzuladen.
CARDIO_001650	3	sciatic nerve	Ischiasnerv	Ischiasnerv	Disease or damage involving the SCIATIC NERVE, which divides into the PERONEAL NERVE and TIBIAL NERVE (see also PERONEAL NEUROPATHIES and TIBIAL NEUROPATHY). Clinical manifestations may include SCIATICA or pain localized to the hip, PARESIS or PARALYSIS of posterior thigh muscles and muscles innervated by the peroneal and tibial nerves, and sensory loss involving the lateral and posterior thigh, posterior and lateral leg, and sole of the foot. The sciatic nerve may be affected by trauma; ISCHEMIA; COLLAGEN DISEASES; and other conditions. (From Adams et al., Principles of Neurology, 6th ed, p1363)	This nerve can cause pain or numbness if compressed by certain spinal issues.	Dieser Nerv kann Schmerzen oder Taubheitsgefühle verursachen, wenn er durch bestimmte Wirbelsäulenprobleme eingeklemmt wird.
